admin0,admin1,date,cases,deaths
Ecuador,Morona Santiago,6/19/2020,387,8
Ecuador,Napo,6/19/2020,496,30
Ecuador,Orellana,6/19/2020,516,14
Ecuador,Pastaza,6/19/2020,539,13
Ecuador,Pichincha,6/19/2020,5765,430
Ecuador,Santa Elena,6/19/2020,891,318
Ecuador,Sto. Domingo Tsachilas,6/19/2020,1558,106
Ecuador,Sucumbios,6/19/2020,285,14
Ecuador,Tungurahua,6/19/2020,799,87
Ecuador,Zamora Chinchipe,6/19/2020,409,11
Ecuador,Azuay,7/19/2020,2651,70
Ecuador,Bolivar,7/19/2020,988,47
Ecuador,Canar,7/19/2020,643,48
Ecuador,Carchi,7/19/2020,587,20
Ecuador,Chimborazo,7/19/2020,1104,185
Ecuador,Cotopaxi,7/19/2020,1632,152
Ecuador,El Oro,7/19/2020,2626,312
Ecuador,Esmeraldas,7/19/2020,2868,169
Ecuador,Galapagos,7/19/2020,101,1
Ecuador,Guayas,7/19/2020,17015,1643
Ecuador,Imbabura,7/19/2020,1128,55
Ecuador,Loja,7/19/2020,1712,59
Ecuador,Los Rios,7/19/2020,2716,314
Ecuador,Manabi,7/19/2020,5688,731
Ecuador,Morona Santiago,7/19/2020,1590,13
Ecuador,Napo,7/19/2020,814,48
Ecuador,Orellana,7/19/2020,1073,30
Ecuador,Pastaza,7/19/2020,1119,36
Ecuador,Pichincha,7/19/2020,11714,636
Ecuador,Santa Elena,7/19/2020,1100,328
Ecuador,Sto. Domingo Tsachilas,7/19/2020,2874,206
Ecuador,Sucumbios,7/19/2020,822,25
Ecuador,Tungurahua,7/19/2020,1700,157
Ecuador,Zamora Chinchipe,7/19/2020,792,28
Ecuador,Azuay,8/19/2020,4479,95
Ecuador,Bolivar,8/19/2020,1349,53
Ecuador,Canar,8/19/2020,932,59
Ecuador,Carchi,8/19/2020,1602,35
Ecuador,Chimborazo,8/19/2020,1819,236
Ecuador,Cotopaxi,8/19/2020,2709,188
Ecuador,El Oro,8/19/2020,3968,352
Ecuador,Esmeraldas,8/19/2020,3444,193
Ecuador,Galapagos,8/19/2020,109,1
Ecuador,Guayas,8/19/2020,18358,1666
Ecuador,Imbabura,8/19/2020,2455,86
Ecuador,Loja,8/19/2020,3713,131
Ecuador,Los Rios,8/19/2020,3008,321
Ecuador,Manabi,8/19/2020,7789,845
Ecuador,Morona Santiago,8/19/2020,2293,18
Ecuador,Napo,8/19/2020,1051,56
Ecuador,Orellana,8/19/2020,1516,34
Ecuador,Pastaza,8/19/2020,1759,46
Ecuador,Pichincha,8/19/2020,21619,820
Ecuador,Santa Elena,8/19/2020,1221,336
Ecuador,Sto. Domingo Tsachilas,8/19/2020,4275,290
Ecuador,Sucumbios,8/19/2020,1908,69
Ecuador,Tungurahua,8/19/2020,3018,177
Ecuador,Zamora Chinchipe,8/19/2020,1125,39
Ecuador,Azuay,5/20/2020,766,30
Ecuador,Bolivar,5/20/2020,271,20
Ecuador,Canar,5/20/2020,296,27
Ecuador,Carchi,5/20/2020,121,8
Ecuador,Chimborazo,5/20/2020,333,92
Ecuador,Cotopaxi,5/20/2020,277,42
Ecuador,El Oro,5/20/2020,976,151
Ecuador,Esmeraldas,5/20/2020,523,61
Ecuador,Galapagos,5/20/2020,76,1
Ecuador,Guayas,5/20/2020,13363,1269
Ecuador,Imbabura,5/20/2020,171,12
Ecuador,Loja,5/20/2020,322,20
Ecuador,Los Rios,5/20/2020,1249,169
Ecuador,Manabi,5/20/2020,1736,350
Ecuador,Morona Santiago,5/20/2020,79,1
Ecuador,Napo,5/20/2020,118,9
Ecuador,Orellana,5/20/2020,122,3
Ecuador,Pastaza,5/20/2020,167,5
Ecuador,Pichincha,5/20/2020,2952,227
Ecuador,Santa Elena,5/20/2020,715,273
Ecuador,Sto. Domingo Tsachilas,5/20/2020,656,55
Ecuador,Sucumbios,5/20/2020,85,3
Ecuador,Tungurahua,5/20/2020,393,57
Ecuador,Zamora Chinchipe,5/20/2020,131,3
Ecuador,Azuay,6/20/2020,1375,47
Ecuador,Bolivar,6/20/2020,512,32
Ecuador,Canar,6/20/2020,450,37
Ecuador,Carchi,6/20/2020,224,16
Ecuador,Chimborazo,6/20/2020,616,139
Ecuador,Cotopaxi,6/20/2020,861,101
Ecuador,El Oro,6/20/2020,1759,240
Ecuador,Esmeraldas,6/20/2020,1717,129
Ecuador,Galapagos,6/20/2020,77,1
Ecuador,Guayas,6/20/2020,14783,1542
Ecuador,Imbabura,6/20/2020,452,28
Ecuador,Loja,6/20/2020,672,38
Ecuador,Los Rios,6/20/2020,2057,246
Ecuador,Manabi,6/20/2020,3710,560
Ecuador,Morona Santiago,6/20/2020,421,9
Ecuador,Napo,6/20/2020,501,30
Ecuador,Orellana,6/20/2020,523,15
Ecuador,Pastaza,6/20/2020,539,13
Ecuador,Pichincha,6/20/2020,5902,436
Ecuador,Santa Elena,6/20/2020,893,318
Ecuador,Sto. Domingo Tsachilas,6/20/2020,1664,108
Ecuador,Sucumbios,6/20/2020,296,14
Ecuador,Tungurahua,6/20/2020,804,87
Ecuador,Zamora Chinchipe,6/20/2020,419,13
Ecuador,Azuay,7/20/2020,2662,70
Ecuador,Bolivar,7/20/2020,1006,47
Ecuador,Canar,7/20/2020,649,48
Ecuador,Carchi,7/20/2020,593,20
Ecuador,Chimborazo,7/20/2020,1105,185
Ecuador,Cotopaxi,7/20/2020,1644,153
Ecuador,El Oro,7/20/2020,2632,312
Ecuador,Esmeraldas,7/20/2020,2872,169
Ecuador,Galapagos,7/20/2020,101,1
Ecuador,Guayas,7/20/2020,17030,1643
Ecuador,Imbabura,7/20/2020,1129,55
Ecuador,Loja,7/20/2020,1740,60
Ecuador,Los Rios,7/20/2020,2722,314
Ecuador,Manabi,7/20/2020,5722,731
Ecuador,Morona Santiago,7/20/2020,1619,13
Ecuador,Napo,7/20/2020,820,48
Ecuador,Orellana,7/20/2020,1073,30
Ecuador,Pastaza,7/20/2020,1121,36
Ecuador,Pichincha,7/20/2020,12089,636
Ecuador,Santa Elena,7/20/2020,1100,328
Ecuador,Sto. Domingo Tsachilas,7/20/2020,2878,206
Ecuador,Sucumbios,7/20/2020,823,25
Ecuador,Tungurahua,7/20/2020,1722,159
Ecuador,Zamora Chinchipe,7/20/2020,812,29
Ecuador,Azuay,8/20/2020,4608,102
Ecuador,Bolivar,8/20/2020,1352,53
Ecuador,Canar,8/20/2020,943,59
Ecuador,Carchi,8/20/2020,1661,38
Ecuador,Chimborazo,8/20/2020,1824,238
Ecuador,Cotopaxi,8/20/2020,2740,190
Ecuador,El Oro,8/20/2020,3987,353
Ecuador,Esmeraldas,8/20/2020,3456,194
Ecuador,Galapagos,8/20/2020,109,1
Ecuador,Guayas,8/20/2020,18407,1667
Ecuador,Imbabura,8/20/2020,2570,87
Ecuador,Loja,8/20/2020,3792,132
Ecuador,Los Rios,8/20/2020,3021,321
Ecuador,Manabi,8/20/2020,7853,851
Ecuador,Morona Santiago,8/20/2020,2332,18
Ecuador,Napo,8/20/2020,1072,56
Ecuador,Orellana,8/20/2020,1532,37
Ecuador,Pastaza,8/20/2020,1780,46
Ecuador,Pichincha,8/20/2020,21883,839
Ecuador,Santa Elena,8/20/2020,1221,338
Ecuador,Sto. Domingo Tsachilas,8/20/2020,4298,292
Ecuador,Sucumbios,8/20/2020,1930,70
Ecuador,Tungurahua,8/20/2020,3054,179
Ecuador,Zamora Chinchipe,8/20/2020,1127,39
Ecuador,Azuay,5/21/2020,775,31
Ecuador,Bolivar,5/21/2020,288,20
Ecuador,Canar,5/21/2020,300,28
Ecuador,Carchi,5/21/2020,122,8
Ecuador,Chimborazo,5/21/2020,344,96
Ecuador,Cotopaxi,5/21/2020,283,42
Ecuador,El Oro,5/21/2020,994,152
Ecuador,Esmeraldas,5/21/2020,545,65
Ecuador,Galapagos,5/21/2020,76,1
Ecuador,Guayas,5/21/2020,13482,1284
Ecuador,Imbabura,5/21/2020,176,12
Ecuador,Loja,5/21/2020,323,20
Ecuador,Los Rios,5/21/2020,1283,170
Ecuador,Manabi,5/21/2020,1751,357
Ecuador,Morona Santiago,5/21/2020,84,2
Ecuador,Napo,5/21/2020,125,10
Ecuador,Orellana,5/21/2020,134,4
Ecuador,Pastaza,5/21/2020,175,5
Ecuador,Pichincha,5/21/2020,3054,239
Ecuador,Santa Elena,5/21/2020,719,273
Ecuador,Sto. Domingo Tsachilas,5/21/2020,699,56
Ecuador,Sucumbios,5/21/2020,86,3
Ecuador,Tungurahua,5/21/2020,395,58
Ecuador,Zamora Chinchipe,5/21/2020,137,3
Ecuador,Azuay,6/21/2020,1414,47
Ecuador,Bolivar,6/21/2020,515,32
Ecuador,Canar,6/21/2020,450,37
Ecuador,Carchi,6/21/2020,231,16
Ecuador,Chimborazo,6/21/2020,618,140
Ecuador,Cotopaxi,6/21/2020,868,103
Ecuador,El Oro,6/21/2020,1790,240
Ecuador,Esmeraldas,6/21/2020,1755,129
Ecuador,Galapagos,6/21/2020,77,1
Ecuador,Guayas,6/21/2020,14786,1542
Ecuador,Imbabura,6/21/2020,460,29
Ecuador,Loja,6/21/2020,679,38
Ecuador,Los Rios,6/21/2020,2074,251
Ecuador,Manabi,6/21/2020,3761,560
Ecuador,Morona Santiago,6/21/2020,447,9
Ecuador,Napo,6/21/2020,501,30
Ecuador,Orellana,6/21/2020,539,15
Ecuador,Pastaza,6/21/2020,540,15
Ecuador,Pichincha,6/21/2020,6053,448
Ecuador,Santa Elena,6/21/2020,893,318
Ecuador,Sto. Domingo Tsachilas,6/21/2020,1707,109
Ecuador,Sucumbios,6/21/2020,296,14
Ecuador,Tungurahua,6/21/2020,808,87
Ecuador,Zamora Chinchipe,6/21/2020,422,13
Ecuador,Azuay,7/21/2020,2681,70
Ecuador,Bolivar,7/21/2020,1027,48
Ecuador,Canar,7/21/2020,651,48
Ecuador,Carchi,7/21/2020,652,20
Ecuador,Chimborazo,7/21/2020,1141,193
Ecuador,Cotopaxi,7/21/2020,1749,154
Ecuador,El Oro,7/21/2020,2739,318
Ecuador,Esmeraldas,7/21/2020,2887,172
Ecuador,Galapagos,7/21/2020,101,1
Ecuador,Guayas,7/21/2020,17172,1644
Ecuador,Imbabura,7/21/2020,1139,58
Ecuador,Loja,7/21/2020,1842,63
Ecuador,Los Rios,7/21/2020,2740,314
Ecuador,Manabi,7/21/2020,5841,744
Ecuador,Morona Santiago,7/21/2020,1658,13
Ecuador,Napo,7/21/2020,832,48
Ecuador,Orellana,7/21/2020,1090,30
Ecuador,Pastaza,7/21/2020,1168,36
Ecuador,Pichincha,7/21/2020,12704,639
Ecuador,Santa Elena,7/21/2020,1103,328
Ecuador,Sto. Domingo Tsachilas,7/21/2020,2967,207
Ecuador,Sucumbios,7/21/2020,825,26
Ecuador,Tungurahua,7/21/2020,1736,161
Ecuador,Zamora Chinchipe,7/21/2020,816,31
Ecuador,Azuay,5/22/2020,782,33
Ecuador,Bolivar,5/22/2020,289,22
Ecuador,Canar,5/22/2020,301,29
Ecuador,Carchi,5/22/2020,133,8
Ecuador,Chimborazo,5/22/2020,357,100
Ecuador,Cotopaxi,5/22/2020,299,46
Ecuador,El Oro,5/22/2020,1004,162
Ecuador,Esmeraldas,5/22/2020,585,65
Ecuador,Galapagos,5/22/2020,76,1
Ecuador,Guayas,5/22/2020,13516,1354
Ecuador,Imbabura,5/22/2020,179,12
Ecuador,Loja,5/22/2020,324,20
Ecuador,Los Rios,5/22/2020,1340,179
Ecuador,Manabi,5/22/2020,1814,363
Ecuador,Morona Santiago,5/22/2020,84,2
Ecuador,Napo,5/22/2020,145,10
Ecuador,Orellana,5/22/2020,143,4
Ecuador,Pastaza,5/22/2020,184,5
Ecuador,Pichincha,5/22/2020,3201,240
Ecuador,Santa Elena,5/22/2020,720,277
Ecuador,Sto. Domingo Tsachilas,5/22/2020,745,58
Ecuador,Sucumbios,5/22/2020,87,3
Ecuador,Tungurahua,5/22/2020,416,59
Ecuador,Zamora Chinchipe,5/22/2020,148,4
Ecuador,Azuay,6/22/2020,1424,48
Ecuador,Bolivar,6/22/2020,516,32
Ecuador,Canar,6/22/2020,457,37
Ecuador,Carchi,6/22/2020,232,16
Ecuador,Chimborazo,6/22/2020,636,141
Ecuador,Cotopaxi,6/22/2020,892,103
Ecuador,El Oro,6/22/2020,1803,240
Ecuador,Esmeraldas,6/22/2020,1756,130
Ecuador,Galapagos,6/22/2020,77,1
Ecuador,Guayas,6/22/2020,14804,1543
Ecuador,Imbabura,6/22/2020,461,31
Ecuador,Loja,6/22/2020,681,38
Ecuador,Los Rios,6/22/2020,2075,251
Ecuador,Manabi,6/22/2020,3762,561
Ecuador,Morona Santiago,6/22/2020,447,9
Ecuador,Napo,6/22/2020,501,30
Ecuador,Orellana,6/22/2020,539,15
Ecuador,Pastaza,6/22/2020,540,15
Ecuador,Pichincha,6/22/2020,6172,455
Ecuador,Santa Elena,6/22/2020,895,319
Ecuador,Sto. Domingo Tsachilas,6/22/2020,1708,110
Ecuador,Sucumbios,6/22/2020,298,16
Ecuador,Tungurahua,6/22/2020,861,92
Ecuador,Zamora Chinchipe,6/22/2020,422,13
Ecuador,Azuay,7/22/2020,2805,70
Ecuador,Bolivar,7/22/2020,1027,49
Ecuador,Canar,7/22/2020,658,48
Ecuador,Carchi,7/22/2020,660,20
Ecuador,Chimborazo,7/22/2020,1167,193
Ecuador,Cotopaxi,7/22/2020,1775,160
Ecuador,El Oro,7/22/2020,2745,319
Ecuador,Esmeraldas,7/22/2020,2898,172
Ecuador,Galapagos,7/22/2020,101,1
Ecuador,Guayas,7/22/2020,17210,1644
Ecuador,Imbabura,7/22/2020,1166,58
Ecuador,Loja,7/22/2020,1896,64
Ecuador,Los Rios,7/22/2020,2743,314
Ecuador,Manabi,7/22/2020,5951,757
Ecuador,Morona Santiago,7/22/2020,1696,13
Ecuador,Napo,7/22/2020,836,48
Ecuador,Orellana,7/22/2020,1119,30
Ecuador,Pastaza,7/22/2020,1212,39
Ecuador,Pichincha,7/22/2020,12956,648
Ecuador,Santa Elena,7/22/2020,1109,329
Ecuador,Sto. Domingo Tsachilas,7/22/2020,2983,217
Ecuador,Sucumbios,7/22/2020,985,33
Ecuador,Tungurahua,7/22/2020,1767,161
Ecuador,Zamora Chinchipe,7/22/2020,836,31
Ecuador,Azuay,4/23/2020,285,11
Ecuador,Bolivar,4/23/2020,66,7
Ecuador,Canar,4/23/2020,166,9
Ecuador,Carchi,4/23/2020,38,3
Ecuador,Chimborazo,4/23/2020,130,27
Ecuador,Cotopaxi,4/23/2020,68,13
Ecuador,El Oro,4/23/2020,300,59
Ecuador,Esmeraldas,4/23/2020,115,12
Ecuador,Galapagos,4/23/2020,54,1
Ecuador,Guayas,4/23/2020,7502,245
Ecuador,Imbabura,4/23/2020,58,8
Ecuador,Loja,4/23/2020,136,7
Ecuador,Los Rios,4/23/2020,402,19
Ecuador,Manabi,4/23/2020,330,50
Ecuador,Morona Santiago,4/23/2020,31,0
Ecuador,Napo,4/23/2020,12,2
Ecuador,Orellana,4/23/2020,14,0
Ecuador,Pastaza,4/23/2020,25,2
Ecuador,Pichincha,4/23/2020,991,54
Ecuador,Santa Elena,4/23/2020,182,5
Ecuador,Sto. Domingo Tsachilas,4/23/2020,123,15
Ecuador,Sucumbios,4/23/2020,35,1
Ecuador,Tungurahua,4/23/2020,96,9
Ecuador,Zamora Chinchipe,4/23/2020,24,1
Ecuador,Azuay,5/23/2020,793,33
Ecuador,Bolivar,5/23/2020,295,22
Ecuador,Canar,5/23/2020,305,29
Ecuador,Carchi,5/23/2020,134,8
Ecuador,Chimborazo,5/23/2020,363,100
Ecuador,Cotopaxi,5/23/2020,315,46
Ecuador,El Oro,5/23/2020,1017,162
Ecuador,Esmeraldas,5/23/2020,607,71
Ecuador,Galapagos,5/23/2020,76,1
Ecuador,Guayas,5/23/2020,13570,1362
Ecuador,Imbabura,5/23/2020,188,12
Ecuador,Loja,5/23/2020,327,20
Ecuador,Los Rios,5/23/2020,1361,180
Ecuador,Manabi,5/23/2020,1855,372
Ecuador,Morona Santiago,5/23/2020,90,2
Ecuador,Napo,5/23/2020,152,10
Ecuador,Orellana,5/23/2020,147,4
Ecuador,Pastaza,5/23/2020,188,5
Ecuador,Pichincha,5/23/2020,3344,251
Ecuador,Santa Elena,5/23/2020,726,277
Ecuador,Sto. Domingo Tsachilas,5/23/2020,781,63
Ecuador,Sucumbios,5/23/2020,93,3
Ecuador,Tungurahua,5/23/2020,426,59
Ecuador,Zamora Chinchipe,5/23/2020,149,4
Ecuador,Azuay,6/23/2020,1475,48
Ecuador,Bolivar,6/23/2020,520,32
Ecuador,Canar,6/23/2020,464,40
Ecuador,Carchi,6/23/2020,241,16
Ecuador,Chimborazo,6/23/2020,643,144
Ecuador,Cotopaxi,6/23/2020,922,106
Ecuador,El Oro,6/23/2020,1817,240
Ecuador,Esmeraldas,6/23/2020,1796,130
Ecuador,Galapagos,6/23/2020,78,1
Ecuador,Guayas,6/23/2020,14836,1545
Ecuador,Imbabura,6/23/2020,504,33
Ecuador,Loja,6/23/2020,708,40
Ecuador,Los Rios,6/23/2020,2099,251
Ecuador,Manabi,6/23/2020,3869,570
Ecuador,Morona Santiago,6/23/2020,541,10
Ecuador,Napo,6/23/2020,526,30
Ecuador,Orellana,6/23/2020,548,15
Ecuador,Pastaza,6/23/2020,553,15
Ecuador,Pichincha,6/23/2020,6279,456
Ecuador,Santa Elena,6/23/2020,901,319
Ecuador,Sto. Domingo Tsachilas,6/23/2020,1733,111
Ecuador,Sucumbios,6/23/2020,343,16
Ecuador,Tungurahua,6/23/2020,863,93
Ecuador,Zamora Chinchipe,6/23/2020,428,13
Ecuador,Azuay,7/23/2020,2856,70
Ecuador,Bolivar,7/23/2020,1038,50
Ecuador,Canar,7/23/2020,667,48
Ecuador,Carchi,7/23/2020,675,20
Ecuador,Chimborazo,7/23/2020,1196,194
Ecuador,Cotopaxi,7/23/2020,1785,160
Ecuador,El Oro,7/23/2020,2758,320
Ecuador,Esmeraldas,7/23/2020,2906,172
Ecuador,Galapagos,7/23/2020,101,1
Ecuador,Guayas,7/23/2020,17257,1645
Ecuador,Imbabura,7/23/2020,1182,58
Ecuador,Loja,7/23/2020,1955,65
Ecuador,Los Rios,7/23/2020,2757,314
Ecuador,Manabi,7/23/2020,6012,762
Ecuador,Morona Santiago,7/23/2020,1745,13
Ecuador,Napo,7/23/2020,858,48
Ecuador,Orellana,7/23/2020,1222,31
Ecuador,Pastaza,7/23/2020,1274,39
Ecuador,Pichincha,7/23/2020,13159,653
Ecuador,Santa Elena,7/23/2020,1113,329
Ecuador,Sto. Domingo Tsachilas,7/23/2020,2996,218
Ecuador,Sucumbios,7/23/2020,988,33
Ecuador,Tungurahua,7/23/2020,1833,164
Ecuador,Zamora Chinchipe,7/23/2020,859,32
Ecuador,Azuay,5/24/2020,797,33
Ecuador,Bolivar,5/24/2020,298,22
Ecuador,Canar,5/24/2020,306,29
Ecuador,Carchi,5/24/2020,137,9
Ecuador,Chimborazo,5/24/2020,368,100
Ecuador,Cotopaxi,5/24/2020,329,46
Ecuador,El Oro,5/24/2020,1025,164
Ecuador,Esmeraldas,5/24/2020,640,71
Ecuador,Galapagos,5/24/2020,76,1
Ecuador,Guayas,5/24/2020,13787,1362
Ecuador,Imbabura,5/24/2020,190,12
Ecuador,Loja,5/24/2020,334,20
Ecuador,Los Rios,5/24/2020,1379,180
Ecuador,Manabi,5/24/2020,1895,375
Ecuador,Morona Santiago,5/24/2020,92,2
Ecuador,Napo,5/24/2020,166,10
Ecuador,Orellana,5/24/2020,163,4
Ecuador,Pastaza,5/24/2020,195,5
Ecuador,Pichincha,5/24/2020,3405,256
Ecuador,Santa Elena,5/24/2020,733,277
Ecuador,Sto. Domingo Tsachilas,5/24/2020,800,63
Ecuador,Sucumbios,5/24/2020,97,3
Ecuador,Tungurahua,5/24/2020,439,60
Ecuador,Zamora Chinchipe,5/24/2020,149,4
Ecuador,Azuay,6/24/2020,1516,48
Ecuador,Bolivar,6/24/2020,542,34
Ecuador,Canar,6/24/2020,471,40
Ecuador,Carchi,6/24/2020,242,17
Ecuador,Chimborazo,6/24/2020,653,144
Ecuador,Cotopaxi,6/24/2020,934,108
Ecuador,El Oro,6/24/2020,1861,242
Ecuador,Esmeraldas,6/24/2020,1811,136
Ecuador,Galapagos,6/24/2020,78,1
Ecuador,Guayas,6/24/2020,14861,1547
Ecuador,Imbabura,6/24/2020,508,33
Ecuador,Loja,6/24/2020,728,41
Ecuador,Los Rios,6/24/2020,2124,252
Ecuador,Manabi,6/24/2020,4039,571
Ecuador,Morona Santiago,6/24/2020,559,10
Ecuador,Napo,6/24/2020,526,30
Ecuador,Orellana,6/24/2020,552,16
Ecuador,Pastaza,6/24/2020,574,16
Ecuador,Pichincha,6/24/2020,6456,464
Ecuador,Santa Elena,6/24/2020,904,322
Ecuador,Sto. Domingo Tsachilas,6/24/2020,1770,111
Ecuador,Sucumbios,6/24/2020,347,16
Ecuador,Tungurahua,6/24/2020,866,94
Ecuador,Zamora Chinchipe,6/24/2020,456,16
Ecuador,Azuay,7/24/2020,2933,71
Ecuador,Bolivar,7/24/2020,1038,50
Ecuador,Canar,7/24/2020,668,48
Ecuador,Carchi,7/24/2020,745,20
Ecuador,Chimborazo,7/24/2020,1212,197
Ecuador,Cotopaxi,7/24/2020,1868,161
Ecuador,El Oro,7/24/2020,2764,320
Ecuador,Esmeraldas,7/24/2020,2908,173
Ecuador,Galapagos,7/24/2020,101,1
Ecuador,Guayas,7/24/2020,17275,1647
Ecuador,Imbabura,7/24/2020,1215,58
Ecuador,Loja,7/24/2020,1991,65
Ecuador,Los Rios,7/24/2020,2760,314
Ecuador,Manabi,7/24/2020,6015,772
Ecuador,Morona Santiago,7/24/2020,1833,13
Ecuador,Napo,7/24/2020,876,48
Ecuador,Orellana,7/24/2020,1239,32
Ecuador,Pastaza,7/24/2020,1295,39
Ecuador,Pichincha,7/24/2020,13499,657
Ecuador,Santa Elena,7/24/2020,1113,329
Ecuador,Sto. Domingo Tsachilas,7/24/2020,3069,220
Ecuador,Sucumbios,7/24/2020,990,35
Ecuador,Tungurahua,7/24/2020,1863,164
Ecuador,Zamora Chinchipe,7/24/2020,873,34
Ecuador,Azuay,5/25/2020,799,33
Ecuador,Bolivar,5/25/2020,299,24
Ecuador,Canar,5/25/2020,313,29
Ecuador,Carchi,5/25/2020,142,9
Ecuador,Chimborazo,5/25/2020,385,103
Ecuador,Cotopaxi,5/25/2020,348,51
Ecuador,El Oro,5/25/2020,1039,176
Ecuador,Esmeraldas,5/25/2020,707,72
Ecuador,Galapagos,5/25/2020,76,1
Ecuador,Guayas,5/25/2020,13833,1390
Ecuador,Imbabura,5/25/2020,195,12
Ecuador,Loja,5/25/2020,336,20
Ecuador,Los Rios,5/25/2020,1392,191
Ecuador,Manabi,5/25/2020,1988,399
Ecuador,Morona Santiago,5/25/2020,95,2
Ecuador,Napo,5/25/2020,190,10
Ecuador,Orellana,5/25/2020,168,4
Ecuador,Pastaza,5/25/2020,214,5
Ecuador,Pichincha,5/25/2020,3540,259
Ecuador,Santa Elena,5/25/2020,740,280
Ecuador,Sto. Domingo Tsachilas,5/25/2020,889,66
Ecuador,Sucumbios,5/25/2020,98,3
Ecuador,Tungurahua,5/25/2020,450,60
Ecuador,Zamora Chinchipe,5/25/2020,163,4
Ecuador,Azuay,6/25/2020,1551,50
Ecuador,Bolivar,6/25/2020,560,34
Ecuador,Canar,6/25/2020,476,40
Ecuador,Carchi,6/25/2020,249,17
Ecuador,Chimborazo,6/25/2020,675,145
Ecuador,Cotopaxi,6/25/2020,965,111
Ecuador,El Oro,6/25/2020,1882,243
Ecuador,Esmeraldas,6/25/2020,1862,136
Ecuador,Galapagos,6/25/2020,78,1
Ecuador,Guayas,6/25/2020,14894,1553
Ecuador,Imbabura,6/25/2020,544,34
Ecuador,Loja,6/25/2020,762,41
Ecuador,Los Rios,6/25/2020,2164,252
Ecuador,Manabi,6/25/2020,4137,576
Ecuador,Morona Santiago,6/25/2020,567,10
Ecuador,Napo,6/25/2020,555,30
Ecuador,Orellana,6/25/2020,603,16
Ecuador,Pastaza,6/25/2020,614,16
Ecuador,Pichincha,6/25/2020,6620,473
Ecuador,Santa Elena,6/25/2020,911,324
Ecuador,Sto. Domingo Tsachilas,6/25/2020,1810,113
Ecuador,Sucumbios,6/25/2020,350,17
Ecuador,Tungurahua,6/25/2020,905,95
Ecuador,Zamora Chinchipe,6/25/2020,466,16
Ecuador,Azuay,7/25/2020,2986,71
Ecuador,Bolivar,7/25/2020,1046,50
Ecuador,Canar,7/25/2020,687,48
Ecuador,Carchi,7/25/2020,770,20
Ecuador,Chimborazo,7/25/2020,1244,203
Ecuador,Cotopaxi,7/25/2020,1896,162
Ecuador,El Oro,7/25/2020,2879,325
Ecuador,Esmeraldas,7/25/2020,2955,173
Ecuador,Galapagos,7/25/2020,101,1
Ecuador,Guayas,7/25/2020,17300,1650
Ecuador,Imbabura,7/25/2020,1253,61
Ecuador,Loja,7/25/2020,2064,65
Ecuador,Los Rios,7/25/2020,2778,314
Ecuador,Manabi,7/25/2020,6068,772
Ecuador,Morona Santiago,7/25/2020,1855,13
Ecuador,Napo,7/25/2020,891,48
Ecuador,Orellana,7/25/2020,1256,32
Ecuador,Pastaza,7/25/2020,1296,39
Ecuador,Pichincha,7/25/2020,13655,669
Ecuador,Santa Elena,7/25/2020,1131,329
Ecuador,Sto. Domingo Tsachilas,7/25/2020,3120,225
Ecuador,Sucumbios,7/25/2020,1091,35
Ecuador,Tungurahua,7/25/2020,1876,168
Ecuador,Zamora Chinchipe,7/25/2020,882,34
Ecuador,Azuay,5/26/2020,816,33
Ecuador,Bolivar,5/26/2020,305,24
Ecuador,Canar,5/26/2020,319,29
Ecuador,Carchi,5/26/2020,143,9
Ecuador,Chimborazo,5/26/2020,387,103
Ecuador,Cotopaxi,5/26/2020,351,51
Ecuador,El Oro,5/26/2020,1050,177
Ecuador,Esmeraldas,5/26/2020,708,74
Ecuador,Galapagos,5/26/2020,76,1
Ecuador,Guayas,5/26/2020,13862,1393
Ecuador,Imbabura,5/26/2020,198,14
Ecuador,Loja,5/26/2020,344,20
Ecuador,Los Rios,5/26/2020,1400,193
Ecuador,Manabi,5/26/2020,2056,405
Ecuador,Morona Santiago,5/26/2020,100,2
Ecuador,Napo,5/26/2020,195,10
Ecuador,Orellana,5/26/2020,168,4
Ecuador,Pastaza,5/26/2020,220,5
Ecuador,Pichincha,5/26/2020,3626,259
Ecuador,Santa Elena,5/26/2020,748,281
Ecuador,Sto. Domingo Tsachilas,5/26/2020,908,67
Ecuador,Sucumbios,5/26/2020,99,3
Ecuador,Tungurahua,5/26/2020,450,60
Ecuador,Zamora Chinchipe,5/26/2020,171,4
Ecuador,Azuay,6/26/2020,1598,50
Ecuador,Bolivar,6/26/2020,592,34
Ecuador,Canar,6/26/2020,481,41
Ecuador,Carchi,6/26/2020,253,17
Ecuador,Chimborazo,6/26/2020,681,151
Ecuador,Cotopaxi,6/26/2020,987,115
Ecuador,El Oro,6/26/2020,1944,248
Ecuador,Esmeraldas,6/26/2020,1949,138
Ecuador,Galapagos,6/26/2020,78,1
Ecuador,Guayas,6/26/2020,14934,1571
Ecuador,Imbabura,6/26/2020,545,35
Ecuador,Loja,6/26/2020,767,44
Ecuador,Los Rios,6/26/2020,2185,252
Ecuador,Manabi,6/26/2020,4174,581
Ecuador,Morona Santiago,6/26/2020,657,10
Ecuador,Napo,6/26/2020,555,31
Ecuador,Orellana,6/26/2020,611,17
Ecuador,Pastaza,6/26/2020,616,19
Ecuador,Pichincha,6/26/2020,6744,482
Ecuador,Santa Elena,6/26/2020,917,325
